hojin_id,stage,started_at,finished_at,duration_sec,urls_total,urls_done,urls_failed,seeding_source,discovered_total,live_check_enabled,live_checked_total,prefilter_kept,prefilter_dropped_status,prefilter_dropped_external,prefilter_dropped_score,filtered_total,filtered_dropped_patterns_lang,seed_roots_count,seed_brand_count,company_cap,company_cap_applied,per_root_max_discovered,per_root_mean_discovered,saved_html_total,saved_md_total,saved_json_total,md_suppressed_total,resumed_skips,drop_ratio_prefilter,drop_ratio_patterns_lang,drop_ratio_total,md_suppression_rate,throughput_urls_per_min,_progress_path
700167,seed,2025-10-30T02:44:29.950296,2025-10-30T02:44:29.976652,0.026356,0,0,0,sitemap+cc,846,False,0,822,0,24,0,612,210,2,1,,False,695,423.0,0,0,0,0,0,0.028368794326241176,0.24822695035460993,0.276595744680851,0.0,0.0,outputs\700167\checkpoints\progress.json
700168,seed,2025-10-30T02:44:29.996524,2025-10-30T02:44:30.023794,0.02727,0,0,0,sitemap+cc,0,False,0,0,0,0,0,0,0,1,0,,False,0,0.0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,outputs\700168\checkpoints\progress.json
700169,seed,2025-10-30T02:44:30.044546,2025-10-30T02:44:30.067810,0.023264,0,0,0,sitemap+cc,272,False,0,272,0,0,0,204,68,2,1,,False,136,136.0,0,0,0,0,0,0.0,0.25,0.25,0.0,0.0,outputs\700169\checkpoints\progress.json
700170,seed,2025-10-30T02:44:30.085764,2025-10-30T02:44:30.127706,0.041942,0,0,0,sitemap+cc,321,False,0,321,0,0,0,285,36,7,7,,False,88,45.857142857142854,0,0,0,0,0,0.0,0.11214953271028037,0.11214953271028039,0.0,0.0,outputs\700170\checkpoints\progress.json
700171,seed,2025-10-30T02:44:30.143279,2025-10-30T02:44:30.165937,0.022658,0,0,0,sitemap+cc,43,False,0,43,0,0,0,40,3,1,0,,False,43,43.0,0,0,0,0,0,0.0,0.06976744186046512,0.06976744186046513,0.0,0.0,outputs\700171\checkpoints\progress.json
700172,seed,2025-10-30T02:44:30.194228,2025-10-30T02:44:30.216628,0.0224,0,0,0,sitemap+cc,22,False,0,22,0,0,0,21,1,2,1,,False,15,11.0,0,0,0,0,0,0.0,0.045454545454545456,0.045454545454545414,0.0,0.0,outputs\700172\checkpoints\progress.json
700173,seed,2025-10-30T02:44:30.238674,2025-10-30T02:44:30.265452,0.026778,0,0,0,sitemap+cc,70,False,0,70,0,0,0,52,18,1,0,,False,70,70.0,0,0,0,0,0,0.0,0.2571428571428571,0.2571428571428571,0.0,0.0,outputs\700173\checkpoints\progress.json
700174,seed,2025-10-30T02:44:30.290164,2025-10-30T02:44:30.314921,0.024757,0,0,0,sitemap+cc,89,False,0,89,0,0,0,44,45,2,1,,False,48,44.5,0,0,0,0,0,0.0,0.5056179775280899,0.5056179775280899,0.0,0.0,outputs\700174\checkpoints\progress.json
700175,seed,2025-10-30T02:44:30.337153,2025-10-30T02:44:30.356380,0.019227,0,0,0,sitemap+cc,0,False,0,0,0,0,0,0,0,1,0,,False,0,0.0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,outputs\700175\checkpoints\progress.json
700176,seed,2025-10-30T02:44:30.374501,2025-10-30T02:44:30.390230,0.015729,0,0,0,sitemap+cc,0,False,0,0,0,0,0,0,0,1,0,,False,0,0.0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,outputs\700176\checkpoints\progress.json
700177,seed,2025-10-30T02:44:30.405948,2025-10-30T02:44:30.421314,0.015366,0,0,0,sitemap+cc,0,False,0,0,0,0,0,0,0,1,0,,False,0,0.0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,outputs\700177\checkpoints\progress.json
700178,seed,2025-10-30T02:44:30.439248,2025-10-30T02:44:30.463018,0.02377,0,0,0,sitemap+cc,259,False,0,259,0,0,0,84,175,1,0,,False,259,259.0,0,0,0,0,0,0.0,0.6756756756756757,0.6756756756756757,0.0,0.0,outputs\700178\checkpoints\progress.json
700179,seed,2025-10-30T02:44:30.482838,2025-10-30T02:44:30.498153,0.015315,0,0,0,sitemap+cc,0,False,0,0,0,0,0,0,0,1,0,,False,0,0.0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,outputs\700179\checkpoints\progress.json
700180,seed,2025-10-30T02:44:30.513047,2025-10-30T02:44:30.535985,0.022938,0,0,0,sitemap+cc,880,False,0,880,0,0,0,676,204,1,0,,False,880,880.0,0,0,0,0,0,0.0,0.2318181818181818,0.2318181818181818,0.0,0.0,outputs\700180\checkpoints\progress.json
700181,seed,2025-10-30T02:44:30.557565,2025-10-30T02:44:30.576034,0.018469,0,0,0,sitemap+cc,210,False,0,210,0,0,0,209,1,2,1,,False,109,105.0,0,0,0,0,0,0.0,0.004761904761904762,0.004761904761904745,0.0,0.0,outputs\700181\checkpoints\progress.json
700182,seed,2025-10-30T02:44:30.598151,2025-10-30T02:44:30.622762,0.024611,0,0,0,sitemap+cc,0,False,0,0,0,0,0,0,0,1,0,,False,0,0.0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,outputs\700182\checkpoints\progress.json
700183,seed,2025-10-30T02:44:30.647221,2025-10-30T02:44:30.671876,0.024655,0,0,0,sitemap+cc,855,False,0,855,0,0,0,839,16,1,0,,False,855,855.0,0,0,0,0,0,0.0,0.01871345029239766,0.018713450292397682,0.0,0.0,outputs\700183\checkpoints\progress.json
700184,seed,2025-10-30T02:44:30.691709,2025-10-30T02:44:30.715313,0.023604,0,0,0,sitemap+cc,5,False,0,5,0,0,0,5,0,1,0,,False,5,5.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,outputs\700184\checkpoints\progress.json
700185,seed,2025-10-30T02:44:30.734476,2025-10-30T02:44:30.754287,0.019811,0,0,0,sitemap+cc,116,False,0,116,0,0,0,110,6,1,0,,False,116,116.0,0,0,0,0,0,0.0,0.05172413793103448,0.051724137931034475,0.0,0.0,outputs\700185\checkpoints\progress.json
700186,seed,2025-10-30T02:44:30.778052,2025-10-30T02:44:30.804770,0.026718,0,0,0,sitemap+cc,1792,False,0,1792,0,0,0,544,1248,2,1,,False,896,896.0,0,0,0,0,0,0.0,0.6964285714285714,0.6964285714285714,0.0,0.0,outputs\700186\checkpoints\progress.json
700187,seed,2025-10-30T02:44:30.829220,2025-10-30T02:44:30.850714,0.021494,0,0,0,sitemap+cc,0,False,0,0,0,0,0,0,0,1,0,,False,0,0.0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,outputs\700187\checkpoints\progress.json
700188,seed,2025-10-30T02:44:30.872088,2025-10-30T02:44:30.892983,0.020895,0,0,0,sitemap+cc,574,False,0,574,0,0,0,380,194,3,2,,False,510,191.33333333333334,0,0,0,0,0,0.0,0.33797909407665505,0.33797909407665505,0.0,0.0,outputs\700188\checkpoints\progress.json
